 ,url,title,summary,claimant,verdict,party,topic,sub category,date_published,creator,publisher,license_type,copyright,verdict_simplified,date,claim,verdict_complete
10867388.0,https://www.abc.net.au/news/2019-03-06/fact-chec-nsw-votes-jobless-rate-46-per-cent-higher-under-labor/10867388,Dominic Perrottet says unemployment in NSW was nearly 50 per cent higher under Labor. Is he correct?,"In the lead up to the 2019 state election, NSW Treasurer Dominic Perrottet has taken credit for the state's solid employment figures, arguing that Labor would take the state backwards and claiming that unemployment was much higher 10 years ago.",Dominic Perottet,Cherrypicking,Liberal,Employment,,"6 Mar 2019, 9:08am",RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,,2019-03-06 09:08:00,,
10872362.0,https://www.abc.net.au/news/2019-03-07/fact-check-greens-nsw-homelessness-increase-housing-nsw-election/10872362,"Housing is an election issue for the NSW Greens, but is homelessness up 30 per cent as they say?","Arguing there is a ""housing crisis"" in the state, NSW Greens MP David Shoebridge claims that homelessness in NSW ""has jumped by more than 30 per cent in five years"".",David Shoebridge,Close to the mark,Greens,Housing,Homelessness,"7 Mar 2019, 11:45am",RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,,2019-03-07 11:45:00,,
10882844.0,https://www.abc.net.au/news/2019-03-08/fact-check-fact-check-international-womens-day-2019/10882844,"Analysis: As International Women's Day rolls around again, what's changed for women in Australia?","Since International Women's Day in 2018, RMIT ABC Fact Check has investigated a slew of claims relating to women and their place in Australian society and politics. This article summarises the findings.

",,,,Immigration,,"8 Mar 2019, 2:44pm",RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,,2019-03-08 14:44:00,,
10900474.0,http://www.abc.net.au/news/2019-03-15/fact-check-dutton-refugees-hospital-beds/10900474,The Government says Australians will lose out on medical help if refugees are brought here for treatment. Is that correct?,Prime Minister Scott Morrison and other Coalition frontbenchers say Australians face being kicked off hospital waiting lists by an influx of asylum seekers and refugees seeking medical treatment in Australia under the so-called medevac legislation.,Multiple,Baseless,Liberal,Immigration,"Health, Hospitals","15 Mar 2019, 9:36am",RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,,2019-03-15 09:36:00,,
10892542.0,https://www.abc.net.au/news/2019-03-18/fact-check-nsw-election-school-closures-openings-daley/10892542,Michael Daley says NSW Government has closed more schools than it has opened. Is he correct?,"Announcing NSW Labor's plan to replace 1,000 demountable classrooms with permanent buildings, Opposition Leader Michael Daley says the state government has failed to build new ""bricks and mortar classrooms for eight long years"".",Michael Daley,Spin,Labor,Education,,"18 Mar 2019, 9:06am",RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,,2019-03-18 09:06:00,,
10910988.0,https://www.abc.net.au/news/2019-03-21/fact-check-nsw-votes-2019-domestic-violence-shelter-cuts/10910988,Fact Check: Did the NSW Coalition cut $20 million from domestic violence shelters?,"NSW Opposition Leader Michael Daley says that, if elected, Labor will boost funding for domestic violence services, and claims that the state Coalition cut $20 million from specialist shelters in 2014.",Michael Daley,Oversimplified,Labor,Social Issues,Domestic Violence,"21 Mar 2019, 8:54am",RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,,2019-03-21 08:54:00,,
10919640.0,http://www.abc.net.au/news/2019-03-22/fact-check-nsw-votes-solar-power-usage/10919640,Gladys Berejiklian says the largest use of solar energy is in NSW. Is she correct?,"During a NSW leaders' debate, Premier Gladys Berejiklian sought to establish her government's credentials on renewable energy by claiming that NSW has ""the largest … use of solar energy"".",Berejiklian,Doesn't Check Out,Liberal,Environment,Renewables,"22 Mar 2019, 8:58am",RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,,2019-03-22 08:58:00,,
10950644.0,http://www.abc.net.au/news/2019-03-29/fact-check-labor-shorten-aged-care-misleading-claim/10950644,Bill Shorten says the Government has cut nearly $2 billion from aged-care services. Is he correct?,"Weeks out from the 2019 federal election, Labor has attacked the Government over cuts to aged-care funding, which Opposition Leader Bill Shorten claims amount to nearly $2 billion.",Bill Shorten,Misleading,Liberal,Social Issues,Aged Care,"29 Mar 2019, 10:29am",RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,,2019-03-29 10:29:00,,
10975460.0,http://www.abc.net.au/news/2019-04-08/fact-check-mediicare-out-of-pocket-costs-kristina-kenneally/10975460,Kristina Keneally says out-of-pocket costs to visit a GP have gone up 25 per cent under the Coalition Government. Is she correct?,"A tweet by Labor Senator Kristina Keneally claims that, under the Morrison government, out-of-pocket costs to visit a GP are up by 25 per cent and out-of-pocket costs to visit a specialist are up by 40 per cent due to the Medicare freeze.",Kristina Keneally,More to the story,Labor,Health,"Medicare, bulk billing","8 Apr 2019, 6:35am",RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,,2019-04-08 06:35:00,,
10980718.0,http://www.abc.net.au/news/2019-04-09/fact-check-greg-hunt-health-costs-half-baked/10980718,Health Minister Greg Hunt said the bulk-billing rate is up and fewer patients have costs when they see a GP. Is he correct?,"Federal Health Minister Greg Hunt claims that GP bulk-billing rates have risen nearly four percentage points, up from 82.2 per cent under Labor to a record 86.1 per cent under the Coalition Government.",Greg Hunt,Half Baked,Liberal,Health,"Medicare, bulk billing","9 Apr 2019, 6:32am",RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,,2019-04-09 06:32:00,,
10936652.0,http://www.abc.net.au/news/2019-04-11/fact-check-coalition-emissions-reduction-angus-taylor/10936652,Energy Minister Angus Taylor said greenhouse gas emissions have turned around by 1.1 billion tonnes under the Coalition. Is he correct?,"Energy Minister Angus Taylor claims that when the Coalition came to power, it inherited a 755 million tonne emissions ""deficit"" against Australia's second Kyoto target because Labor ""hadn't done the hard work"".",Angus Taylor,Misleading,Liberal,Environment,"Emissions, Energy, Renewables","11 Apr 2019, 6:28am",RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,,2019-04-11 06:28:00,,
11020106.0,https://www.abc.net.au/news/2019-04-16/fact-check-analysis-emissions-morrison-taylor/11020106,Analysis: Why the Coalition is misleading on meeting Australia's Kyoto 2020 carbon emissions target,"The Morrison Government has long claimed Australia is on track to meet its international greenhouse gas emissions targets ""in a canter"". The key to assessing this claim involves understanding how the Department of Environment and Energy has calculated the emissions cuts needed.",,,Liberal,Environment,"Emissions, Energy, Renewables","16 Apr 2019, 3:25pm",RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,,2019-04-16 15:25:00,,
10983688.0,https://www.abc.net.au/news/2019-04-17/fact-check-actu-sally-mcmanus-insecure-work/10983688,The ACTU's Sally McManus said Australia has the highest rate of temporary work in the OECD. Is she correct?,"As wages growth and job insecurity loom large in the 2019 election campaign, Secretary of the Australian Council of Trade Unions Sally McManus claims that Australia is at risk of morphing into an ""Americanised economy"" of low wages and poor job security.",Unions Sally McManus,Not clear cut,Union,Employment,"Temporary work, OECD","17 Apr 2019, 9:11am",RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,,2019-04-17 09:11:00,,
10979770.0,https://www.abc.net.au/news/2019-04-18/fact-check-can-algorithms-screen-out-hate-content-social-media/10979770,Scott Morrison said hate content on social media could be automatically screened out by algorithms. Is he correct?,"The Federal Government has put social media companies on notice after the Christchurch massacre for failing to prevent the shooter's actions being broadcast and promoted online. But can algorithms automatically block hate content, as the Prime Minister claims?",Scott Morrison,Wishful thinking,Liberal,Social Media,"Algoriths, Facebook, Terrorism","18 Apr 2019, 6:19am",RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,,2019-04-18 06:19:00,,
11029284.0,https://www.abc.net.au/news/2019-04-24/fact-check-bradfield-scheme-barnaby-joyce-drought/11029284,Barnaby Joyce said building the Bradfield Scheme to redirect water is the one thing Australia can do to reduce the effects of drought. Is he correct?,"Former Nationals leader Barnaby Joyce says ""the one thing we can do"" to reduce the effects of drought is introduce the Bradfield Scheme, an ambitious plan from the 1930s aimed at diverting floodwaters from the north of the country inland.",Barnaby Joyce,Pie in the Sky,National_Party,Environment,"Water Security, Irrigation, Drought, Elections","24 Apr 2019, 7:11am",RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,,2019-04-24 07:11:00,,
11003182.0,https://www.abc.net.au/news/2019-04-26/fact-check-did-labor-oppose-the-government-gun-reforms/11003182,Fact Check: Did Labor oppose the Government's attempts to strengthen Australia's gun laws?,"Attorney-General Christian Porter claims that the Government has twice tried to pass increased penalties and mandatory minimum penalties for gun traffickers, but they were opposed by Labor.",Christian Porter,Yes and No,Liberal,Social Issues,"Gun laws, Minimum sentences","26 Apr 2019, 9:53am",RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,,2019-04-26 09:53:00,,
11049364.0,https://www.abc.net.au/news/2019-04-29/fact-check-apprenticeships-drop-claim-bill-shorten/11049364,Labor leader Bill Shorten says the number of apprenticeships has slumped since the Coalition took office. Is he correct?,"Opposition Leader Bill Shorten says the Government is to blame for a drop in the number of apprenticeships, claiming there were 420,000 before the Coalition came to power but that now, in 2019, there are fewer than 280,000.",Bill Shorten,Misleading,Liberal,Employment,"Apprenticeships, Traineeships, Elections","29 Apr 2019, 7:13am",RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,,2019-04-29 07:13:00,,
11056388.0,https://www.abc.net.au/news/2019-04-29/fact-check-perth-leaders-debate/11056388,Analysis: Fact checking key claims of the 2019 federal election leaders' debate,"In leaders' debates held in the run up to federal elections, is the more persuasive leader also the more accurate? RMIT ABC Fact Check looked at some of the key claims made during the first leaders' debate of the 2019 federal election.",,,Multiple Parties,Economy,"Leaders' debate, Elections","29 Apr 2019, 11:02pm",RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,,2019-04-29 23:02:00,,
11055074.0,https://www.abc.net.au/news/2019-05-01/fact-check-morrison-police-investment-properties/11055074,Scott Morrison says police officers who own an investment property have just one. Is he correct?,"Scott Morrison has lambasted Labor's proposed changes to negative gearing and capital gains tax, using police officers as an example of those who may be affected. ""I do know that one in five police officers have an investment property,"" the Prime Minister said.",Scott Morrison,Fair call,Liberal,Housing,"Negative gearing, Capital gains, Investment properties, Economy","1 May 2019, 8:54am",RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,,2019-05-01 08:54:00,,
11053996.0,https://www.abc.net.au/news/2019-05-02/fact-check-has-the-minimum-wage-increased-frydenberg/11053996,Josh Frydenberg told Q&A the minimum wage has been growing at a faster rate than inflation and the average wage. Is he correct?,Treasurer Josh Frydenberg claims that workers on the minimum wage have fared better under the Coalition than when Labor was last in government.,Josh Frydenberg,Fair call,Liberal,Wages,"Minimum Wages, Elections, Employment, Workers","2 May 2019, 9:51am",RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,,2019-05-02 09:51:00,,
11072962.0,https://www.abc.net.au/news/2019-05-03/fact-check-electric-cars-australia-vs-oecd/11072962,"Labor's Climate Change Spokesman, Mark Butler, says Australia has the lowest uptake of electric vehicles in the OECD. Is he correct?","Labor has promised to introduce the nation's first national electric vehicle policy if elected. Climate change spokesman Mark Butler says the policy, which aims to make half of new car sales electric by 2030, would see Australia ""start to catch up with the rest of the world"".",Mark Butler,Close to the mark,Labor,Transport,"Electric vehicles, climate change, environment, emissions","3 May 2019, 11:38am",RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,,2019-05-03 11:38:00,,
